CommentID,CreateTime,Content,UserName,EventID
3253,2018-01-17 23:41:41,"This is a great restaurant for women to go to while they are shopping at Scottsdale Fashion Square. It's a great menu for men because of the amount of red meat. See a problem there? I do, and it makes me upset to say, because I really want it to thrive. But when you make a restaurant which so heavily appeals to women, and then build the menu and style of cooking around men, it makes one wonder.\n\nI hope it works, because the dishes we tried were great and the typical hip, fun, happy Sam Fox atmosphere was there. The restaurant is what I would describe as \pretty\"" so it may not be a place for guys night out, but it would be ideal for a group of girls shopping, a guy picking his wife up after she shopped, or just anything that involves women. The bar was very different however, and gave a much more masculine feel, while in contrast to the restaurant it felt like the most masculine bar ever made. \n\nMy short rib was tender and delicious, and my girl's filet was one of the best she had in quite some time. We also enjoyed the cheesy potato side and the mushroom side. The bread they serve prior to the meal is stuffed with bacon (weird but oh so delicious.) BY FAR the highlight of the meal was the peanut butter cup, a dessert so delicious I can't even describe it.  The price point is WAY up there. $30-$75 for an entree which does not include sides, salad, or any extras. Plan on spending at least $60 per person plus cocktails, and at $10-$16 each you can really rack up a bill.\n\n\n\nGreat food, and service was PERFECT!""",pzIiRwiH,397
3254,2018-01-01 16:02:27,My mom thinks I come to see her in Arizona because I want to come and see her. What she doesn't understand is I just come for the In-N-Out.\n\nOk,7JV0LrKm,586
3255,2018-02-09 02:19:21,This place is what Yelp is all about. One of Phoenix's hidden gems.\nAl Rafedin is a tiny restaurant in a run down looking strip mall at 37th Ave and Camelback serving some great Middle Eastern Food.\n\nYou have your traditional items,yL2oeZ50,2764
3256,2018-05-14 00:31:45,I took a friend here,FK8tkgas,561
3257,2018-04-08 16:15:54,"I was excited about trying a new, local breakfast place, and I have to say the Breakfast Joynt didn't disappoint. There was a bit of a wait when we got there, but it moved really quickly and the server and hostess were both extremely friendly! I had fresh squeezed OJ (so delicious) and their California Benedict. The hash browns were pretty good, and the benny was very tasty, except 1 of the eggs was overcooked. The other one was perfectly poached and deliciously runny. Their hollandaise is homemade and the bacon was amazing. The fiance got chicken fried steak and i could stop stealing little bites. the gravy was to die for!\n\nFor a local \dive\"" it was really good, though they did seem a little unorganized and i really do hate it when the eggs in your benedict are overcooked. For that, i have to dock a star.""",CeGxCc1r,2748
3258,2018-02-05 18:55:13,Ah,D309yZ8o,3256
3259,2018-04-18 11:52:10,"Buffet is super cheap.  You have to know what to order to really fall in love with the food.  \n\nWe started coming here about 5 years ago, we LOVE this place.  My kids are so excited when I come home with take out and my 4 year old knows no other chinese place except hong kong!  We don't speak the language but they remember their customers and we always get a smile!  \n\nSometimes when my husband and I go, the waitress says \hey, where are your boys?\""\n\nOrder the \""sesame chicken\"" and the \""mongolian beef\"" (extra spicy), shrimp fried rice and crab wontons.  Haven't had it better anywhere else!""",PO2uy1tJ,1309
3260,2018-01-15 02:57:03,"Love this place. Nice restaurant to dine solo or bring the family. It is typical Sonoran fare with New Mexico dishes and hatch chiles also on the menu. \nTerrific bean dip with your chips, along with 3 other dips.\n\nIf you've eaten red chile, chile con colorado, chile con carne, etc. at other places in the valley, try the Red chile con carne here. Excellent flavor and made with pork, not beef.\n\nAs to the question does Si Senor merit being a \regular stop\"" on the list? Having been to most Mexican restaurants in the valley at least once, Si Senor is easily better than the second rate fare dished out at east valley Garcia's, Serrano's, etc. and it's a nice atmosphere. Give it a go, no disappointments here.""",xtIOs2SR,4627
3261,2018-04-18 13:40:54,The red chili burrito is good,tzVwrMGf,233
3262,2018-03-05 21:03:01,I can't believe I haven't written a review for this place yet!\n\nIf you haven't been here for lunch you are most definitely missing out.  There's a reason why I go here and can barely find parking every visit but I wouldn't care if I had to park a block away and walk.\n\nThe barbeque is better than any adjective I could use to describe it.  If you're not sure what to get,W923ZZWU,2718
3263,2018-01-18 15:15:38,This is Mesa's best breakfast,xcs6Qijp,1767
3264,2018-04-08 02:56:14,"Took my folks to Tottie's for Father's Day. It's the perfect family restaurant. 4 different types of cuisine - Chinese, Thai, Japanese and Vietnemese, so there's something for all tastes.  It's unpretentious, reasonably priced, with friendly, efficient service. It's also not too noisy, and the tables are pretty well spaced apart.  We ordered some Chinese and Thai dishes, and the portions were large.  I was really pleased with the shrimp dishes.  They were fresh, juicy and thoroughly cleaned.  My only complaint with the food was that my dish had too much chili.  I had asked for \medium\"" and what I got was \""hot\"". Not inedibly hot, but definitely not medium.  I realize \""hot\"" and \""medium\"" are subjective, but I think it would be smarter for them to err on the side of less hot, and then let the customer add sriracha if they need it hotter.  \n\nThe other pet peeve was that although the server was very friendly and efficient, she wasn't able to make recommendations on some of the menu items.  I realize you are not going to a place like that for superior service, but I feel that the wait staff should at least have a grasp on some of the questions that come up, e.g. \""What wine/sake would you recommend with this dish...?\""\n\nThere are probably better Thai restaurants around, in terms of food, but this place just had a good vibe.  The owner Tottie even came over and asked how the meal was going, I saw her serving some regulars too, who seemed to be friends with her.  That's always a good sign to me too, because it shows the place is consistent.  I've had noodles to go before and they were really good too.\n\nIn summary, not a high-end restaurant, but definitely waaay better than a lot of the mom-and-pop Chinese restaurants around here.  In terms of Thai food, it's probably not the best either, but it's up there, and what it is lacking in food, is made up for in ambiance and  variety.""",ixlaCDHQ,4884
3265,2018-04-17 09:13:17,We have heard about this place for quite a while. Given the friend reviews and the look of the building,YBjtIH1w,2563
3266,2018-05-13 21:05:38,"I can't recommend this place.  While they have many lovely items, they have a \final sale\"" policy that they do not post or advertise.  Instead, they list it in very small type on their sales receipts.  Fortunately, I saw it before leaving the register today.  When I inquired, they verified that final sale meant that they don't accept returns or issue store credit.  I was surprised, given that it's a home design store, and customers can't exactly bring their houses shopping with them!  But a policy is a policy, so I simply asked them to cancel my sale right away.  I also suggested that they might want to post their final sale policy on the door or by the register so that they and their customers wouldn't waste their time, but they were pretty dismissive of the idea.  So please be advised that you absolutely can't buy anything that you aren't 100% certain looks great in your home!  The Great Indoors,  Holland Boone, Santa Fe Style, and Tlaquepaque are much more flexible and much better bets.  Oh, and also beware of Razmataz' as-is policy, and be sure to inspect everything very carefully.  We found a copper vase that was beautiful, but only on one side.  The other was scratched up pretty horribly.""",kh9DrQuN,3203
